"/屈服强度","/时间","/温度","1050℃+150MPa蠕变条件/相对时间","1150℃+100MPa蠕变条件/相对时间","_id","Al","B","C","Co","Cr","Fe","Gr","Hf","Mn","Mo","N","Nb","Nb+Ta","Ni","Re","Ru","Si","Ta","Ti","W","Y","Zr","冷挤压/冷挤压壁厚尺寸","力学性能/应变率","加压/压强","加热/温度","变形测试/屈服强度","变形测试/温度","变形测试/等效压力","变形测试/饱和压力","固溶处理/时间","固溶处理/温度","备注","应变/临界应变","应变/应变温度","应变测试/冲击速率","应变测试/时间","拉伸实验/温度","拉伸实验/载荷强度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/时效时间","时效/时效温度","时效处理/时间","时效处理/温度","材料牌号","样品中位置/样品中位置","样品尺寸/d1","样品尺寸/d4","样品尺寸/d5","样品尺寸/样品d0","模锻/模锻","渗氮/合金中的含氮量","炉冷/温度","热处理/应变温度","热挤压/热挤压温度","真应变/真应变","退火/退火时间","退火/退火温度","锯齿/锯齿类型","锻造/锻造温度"
,,,,,"ObjectId(""5b4cc09fe6b1a819a85d65f1"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"3.19E+0%",,,,,,,,,"",,,,,"1000±0.5℃","135.935319835044Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-877.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0a4e6b1a819a85d65f3"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"4.39E+0%",,,,,,,,,"",,,,,"1000±0.5℃","135.893460667886Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-878.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0a9e6b1a819a85d65f5"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"2.12E+0%",,,,,,,,,"",,,,,"1000±0.5℃","135.972527983628Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-876.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0aee6b1a819a85d65f7"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"1.20E+0%",,,,,,,,,"",,,,,"1000±0.5℃","144.376918545161Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-871.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0b3e6b1a819a85d65f9"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"1.99E+0%",,,,,,,,,"",,,,,"1000±0.5℃","136.674831788162Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-875.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0b8e6b1a819a85d65fb"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"7.05E+0%",,,,,,,,,"",,,,,"1000±0.5℃","136.498093082385Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-880.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0bde6b1a819a85d65fd"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"9.59E+0%",,,,,,,,,"",,,,,"1000±0.5℃","133.619112585656Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-882.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0c1e6b1a819a85d65ff"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"5.72E+0%",,,,,,,,,"",,,,,"1000±0.5℃","136.544603268116Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-879.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0c6e6b1a819a85d6601"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"1.86E+0%",,,,,,,,,"",,,,,"1000±0.5℃","138.074788378655Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-873.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0cbe6b1a819a85d6603"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"8.52E+0%",,,,,,,,,"",,,,,"1000±0.5℃","134.353973520201Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-881.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0d0e6b1a819a85d6605"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"1.05E+1%",,,,,,,,,"",,,,,"1000±0.5℃","131.493597097764Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-883.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0dae6b1a819a85d6607"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"1.91E-1%",,,,,,,,,"",,,,,"1000±0.5℃","64.8770580757186Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-860.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0dfe6b1a819a85d6609"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.87E+1%",,,,,,,,,"",,,,,"1000±0.5℃","57.9516914204211Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-854.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc0e3e6b1a819a85d660b"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"3.71E-1%",,,,,,,,,"",,,,,"1000±0.5℃","117.196366004155Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-867.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0e8e6b1a819a85d660d"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"5.16E-1%",,,,,,,,,"",,,,,"1000±0.5℃","130.447117918824Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-868.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0ede6b1a819a85d660f"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"3.35E-1%",,,,,,,,,"",,,,,"1000±0.5℃","76.7325044184677Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-861.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0f2e6b1a819a85d6611"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"3.16E-1%",,,,,,,,,"",,,,,"1000±0.5℃","55.1052680537038Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-859.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0f7e6b1a819a85d6613"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"3.55E-1%",,,,,,,,,"",,,,,"1000±0.5℃","99.0573935691916Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-865.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc0fce6b1a819a85d6615"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"3.62E-1%",,,,,,,,,"",,,,,"1000±0.5℃","107.429227000713Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-866.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc101e6b1a819a85d6617"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.98E+1%",,,,,,,,,"",,,,,"1000±0.5℃","53.7285665560758Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-855.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc106e6b1a819a85d6619"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"1.68E-1%",,,,,,,,,"",,,,,"1000±0.5℃","39.063904995194Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-858.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc10ae6b1a819a85d661b"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"1.61E-1%",,,,,,,,,"",,,,,"1000±0.5℃","30.6920715636724Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-857.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc10fe6b1a819a85d661d"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"1.49E-1%",,,,,,,,,"",,,,,"1000±0.5℃","18.1343214163902Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-856.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc114e6b1a819a85d661f"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"3.47E-1%",,,,,,,,,"",,,,,"1000±0.5℃","90.6855601376702Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-864.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc119e6b1a819a85d6621"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"3.44E-1%",,,,,,,,,"",,,,,"1000±0.5℃","86.4996434219094Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-863.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc11ee6b1a819a85d6623"")",,,,,,,"30.00",,,,"0.17",,,"64.83wt.%",,,,,,"5.00",,,,"3.39E-1%",,,,,,,,,"",,,,,"1000±0.5℃","80.9184211342284Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-862.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrWN",,,,,,,"0.17wt.%",,,,,,,,
,,,,,"ObjectId(""5b4cc128e6b1a819a85d6625"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"5.40E+0%",,,,,,,,,"",,,,,"1000±0.5℃","76.5557657126911Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-840.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc12de6b1a819a85d6627"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"9.54E+0%",,,,,,,,,"",,,,,"1000±0.5℃","77.8068897088462Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-844.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc132e6b1a819a85d6629"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.26E+1%",,,,,,,,,"",,,,,"1000±0.5℃","74.2116523518651Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-847.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc137e6b1a819a85d662b"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"8.60E+0%",,,,,,,,,"",,,,,"1000±0.5℃","77.8394468388577Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-843.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc13be6b1a819a85d662d"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.70E+1%",,,,,,,,,"",,,,,"1000±0.5℃","64.2910297355121Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-852.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc140e6b1a819a85d662f"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.57E+1%",,,,,,,,,"",,,,,"1000±0.5℃","67.8258038510434Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-850.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc145e6b1a819a85d6631"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"4.47E+0%",,,,,,,,,"",,,,,"1000±0.5℃","75.8906700567424Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-839.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc14ae6b1a819a85d6633"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"7.00E+0%",,,,,,,,,"",,,,,"1000±0.5℃","78.5929118476947Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-841.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc14fe6b1a819a85d6635"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"7.94E+0%",,,,,,,,,"",,,,,"1000±0.5℃","77.862701931723Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-842.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc154e6b1a819a85d6637"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.78E+1%",,,,,,,,,"",,,,,"1000±0.5℃","61.4725124802332Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-853.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc159e6b1a819a85d6639"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.47E+1%",,,,,,,,,"",,,,,"1000±0.5℃","69.9513193389352Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-849.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc15de6b1a819a85d663b"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.39E+1%",,,,,,,,,"",,,,,"1000±0.5℃","72.072183808254Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-848.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc165e6b1a819a85d663d"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.18E+1%",,,,,,,,,"",,,,,"1000±0.5℃","75.6348640352237Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-846.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc16ae6b1a819a85d663f"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.05E+1%",,,,,,,,,"",,,,,"1000±0.5℃","77.0766797928746Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-845.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc16fe6b1a819a85d6641"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.63E+1%",,,,,,,,,"",,,,,"1000±0.5℃","65.7095904002977Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-851.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc179e6b1a819a85d6643"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.11E+0%",,,,,,,,,"",,,,,"1000±0.5℃","43.2172645809432Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-829.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc188e6b1a819a85d6649"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"2.06E+0%",,,,,,,,,"",,,,,"1000±0.5℃","68.3002077454963Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-835.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc191e6b1a819a85d664d"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"2.73E+0%",,,,,,,,,"",,,,,"1000±0.5℃","71.0675637964714Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-836.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc196e6b1a819a85d664f"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"6.91E-1%",,,,,,,,,"",,,,,"1000±0.5℃","27.8828563455397Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-828.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc1a0e6b1a819a85d6653"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"3.00E+0%",,,,,,,,,"",,,,,"1000±0.5℃","72.4535673312455Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-837.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc1a5e6b1a819a85d6655"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.39E+0%",,,,,,,,,"",,,,,"1000±0.5℃","59.25397662088Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-831.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc1aae6b1a819a85d6657"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.38E+0%",,,,,,,,,"",,,,,"1000±0.5℃","55.0680599051192Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-830.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc1afe6b1a819a85d6659"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.39E+0%",,,,,,,,,"",,,,,"1000±0.5℃","62.7422405506806Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-832.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc1b4e6b1a819a85d665b"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.52E+0%",,,,,,,,,"",,,,,"1000±0.5℃","64.1328951040278Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-833.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc1b8e6b1a819a85d665d"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"1.79E+0%",,,,,,,,,"",,,,,"1000±0.5℃","66.216551424762Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-834.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cc1bde6b1a819a85d665f"")",,,,,,,"30.00",,,,,,,"65.00wt.%",,,,,,"5.00",,,,"3.80E+0%",,,,,,,,,"",,,,,"1000±0.5℃","73.8209667917274Mpa","Penna C D. Development of New Nitrided Nickel-Base Alloys for High Temperature Applications[C]// Superalloys. 2000:821-838.","10.11961/mater0203.MGI.20171221.ds.0091","张瑞杰","摘录","杨艳艳","2018-01-09",,,,,"NiGrW",,,,,,,,,,,,,,,
,,,,"0.954","ObjectId(""5b4ccc40e6b1a819a85d6a5f"")","6",,,"-","4",,,,,"1",,,,"balance","4","4",,"5","0.5","5",,,,"-5.96s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC54",,,,,,,,,,,,,,,
