"/屈服强度","/时间","/温度","1050℃+150MPa蠕变条件/相对时间","1150℃+100MPa蠕变条件/相对时间","_id","Al","B","C","Co","Cr","Fe","Gr","Hf","Mn","Mo","N","Nb","Nb+Ta","Ni","Re","Ru","Si","Ta","Ti","W","Y","Zr","冷挤压/冷挤压壁厚尺寸","力学性能/应变率","加压/压强","加热/温度","变形测试/屈服强度","变形测试/温度","变形测试/等效压力","变形测试/饱和压力","固溶处理/时间","固溶处理/温度","备注","应变/临界应变","应变/应变温度","应变测试/冲击速率","应变测试/时间","拉伸实验/温度","拉伸实验/载荷强度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/时效时间","时效/时效温度","时效处理/时间","时效处理/温度","材料牌号","样品中位置/样品中位置","样品尺寸/d1","样品尺寸/d4","样品尺寸/d5","样品尺寸/样品d0","模锻/模锻","渗氮/合金中的含氮量","炉冷/温度","热处理/应变温度","热挤压/热挤压温度","真应变/真应变","退火/退火时间","退火/退火温度","锯齿/锯齿类型","锻造/锻造温度"
,,,,"0.262","ObjectId(""5b4cd3e6e6b1a819a85d6d47"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.676s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.369","ObjectId(""5b4cd3ebe6b1a819a85d6d49"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.759s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.097","ObjectId(""5b4cd3f4e6b1a819a85d6d4b"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.510s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.195","ObjectId(""5b4cd3f9e6b1a819a85d6d4d"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.648s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.113","ObjectId(""5b4cd3fee6b1a819a85d6d4f"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.566s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.123","ObjectId(""5b4cd403e6b1a819a85d6d51"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.593s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.077","ObjectId(""5b4cd40be6b1a819a85d6d53"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.428s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.103","ObjectId(""5b4cd410e6b1a819a85d6d55"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.538s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.072","ObjectId(""5b4cd415e6b1a819a85d6d57"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.400s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.056","ObjectId(""5b4cd41ae6b1a819a85d6d59"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.290s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.174","ObjectId(""5b4cd41ee6b1a819a85d6d5b"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.648s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.185","ObjectId(""5b4cd423e6b1a819a85d6d5d"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.648s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.144","ObjectId(""5b4cd428e6b1a819a85d6d5f"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.621s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.092","ObjectId(""5b4cd42de6b1a819a85d6d61"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.483s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.062","ObjectId(""5b4cd432e6b1a819a85d6d63"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.317s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.082","ObjectId(""5b4cd437e6b1a819a85d6d65"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.455s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.067","ObjectId(""5b4cd43ce6b1a819a85d6d67"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.345s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.938","ObjectId(""5b4cd445e6b1a819a85d6d69"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-4.966s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.010","ObjectId(""5b4cd44ae6b1a819a85d6d6b"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-5.793s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.969","ObjectId(""5b4cd44fe6b1a819a85d6d6d"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-4.855s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.041","ObjectId(""5b4cd454e6b1a819a85d6d6f"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.179s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.031","ObjectId(""5b4cd459e6b1a819a85d6d71"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.097s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.944","ObjectId(""5b4cd45ee6b1a819a85d6d73"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-4.938s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.964","ObjectId(""5b4cd462e6b1a819a85d6d75"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-4.883s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.933","ObjectId(""5b4cd467e6b1a819a85d6d77"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-4.993s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.954","ObjectId(""5b4cd46ce6b1a819a85d6d79"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-4.910s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.015","ObjectId(""5b4cd471e6b1a819a85d6d7b"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-5.959s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.046","ObjectId(""5b4cd477e6b1a819a85d6d7d"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.207s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.021","ObjectId(""5b4cd47ce6b1a819a85d6d7f"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.014s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.026","ObjectId(""5b4cd481e6b1a819a85d6d81"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.041s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.036","ObjectId(""5b4cd486e6b1a819a85d6d83"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.124s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.051","ObjectId(""5b4cd48be6b1a819a85d6d85"")","5.2",,,"6.5","7.8",,,,,"2",,,,"balance","-","-",,"7.9","1.1","5.7",,,,"-6.234s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"AM1",,,,,,,,,,,,,,,
,,,,"0.897","ObjectId(""5b4cd495e6b1a819a85d6d87"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.131s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.913","ObjectId(""5b4cd49ae6b1a819a85d6d89"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.076s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.887","ObjectId(""5b4cd49fe6b1a819a85d6d8b"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.186s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.892","ObjectId(""5b4cd4a4e6b1a819a85d6d8d"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.159s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.877","ObjectId(""5b4cd4a9e6b1a819a85d6d8f"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.214s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.851","ObjectId(""5b4cd4ade6b1a819a85d6d91"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.352s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.831","ObjectId(""5b4cd4b2e6b1a819a85d6d93"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.434s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.862","ObjectId(""5b4cd4b7e6b1a819a85d6d95"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.297s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.867","ObjectId(""5b4cd4bce6b1a819a85d6d97"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.269s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.846","ObjectId(""5b4cd4c1e6b1a819a85d6d99"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.379s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.836","ObjectId(""5b4cd4c6e6b1a819a85d6d9b"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.407s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.872","ObjectId(""5b4cd4cee6b1a819a85d6d9d"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.241s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.856","ObjectId(""5b4cd4d2e6b1a819a85d6d9f"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.324s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.918","ObjectId(""5b4cd4d7e6b1a819a85d6da1"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.048s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.908","ObjectId(""5b4cd4dce6b1a819a85d6da3"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.103s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.677","ObjectId(""5b4cd4e6e6b1a819a85d6da5"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.793s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.795","ObjectId(""5b4cd4ebe6b1a819a85d6da7"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.572s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.744","ObjectId(""5b4cd4f0e6b1a819a85d6da9"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.655s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
,,,,"0.821","ObjectId(""5b4cd4f5e6b1a819a85d6dab"")","5",,,"5","8",,,,,"2",,,,"balance","-","-",,"6","1.5","8",,,,"-5.490s-1（log）",,,,,,,,,"",,,,,,,"Caron P,Ramusat C,Diologent F.Influence of the γ’ fraction on the γ/γ’ topological inversion during high temperature creep of single crystal superaalloys[J].Superalloys 2008,2008:159-167.","10.11961/mater0203.MGI.20171221.ds.0067","尹海清","摘录","徐斌","2018-01-09",,,,,"MC2",,,,,,,,,,,,,,,
