_id,air处理/air,Al,B,C,Co,Cr,Fe,Mo,Nb+Ta,Ni,Si,Ta,Ti,W,Zr,一次时效/温度,一次时效及空冷/时间,二次时效/温度,二次时效及空冷/时间,保温/时间,力学性能/疲劳裂纹扩展速率,加热/温度,加载应力/应力比,加载应力/应力范围,备注,应力强度因子范围/应力强度因子范围,摘录出处,数据DOI,数据审核者,数据来源方式,数据生产者,数据采集时间,晶粒取向/晶粒取向,机械热处理/温度,材料牌号,标准热处理/温度,标准热处理后油淬/时间,热处理1/冷却速率,热处理1/时间,热处理1/温度,热处理2/冷却速率,热处理2/时间,热处理2/温度,热处理3/冷却速率,热处理3/时间,热处理3/温度,热处理4/冷却速率,热处理4/时间,热处理4/温度,热处理5/时间,热处理5/温度,热机械处理/温度,疲劳测试/初始温度,疲劳测试/应力强度,疲劳测试/应力强度因子,疲劳测试/测试温度,疲劳测试/温度,疲劳测试/频率,疲劳裂纹扩展/同等水平有效应力强度因子,疲劳裂纹扩展/应力强度因子,疲劳裂纹扩展/应力强度因子范围,疲劳裂纹扩展/有效应力强度因子范围,疲劳裂纹扩展/等效应力强度因子范围,疲劳裂纹扩展温度/疲劳裂纹扩展温度,疲劳裂纹扩展频率/疲劳裂纹扩展频率,真空处理/真空,第一次时效保温/第一次时效时间,第一次时效处理/第一次时效温度,第三次时效保温/第三次时效时间,第三次时效处理/第三次时效温度,第二次时效保温/第二次时效时间,第二次时效处理/第二次时效温度,等温锻造/变形量,等温锻造/温度,裂纹初始长度/裂纹初始长度,裂纹扩展方向/裂纹扩展方向,裂纹扩展频率/频率,裂纹面/裂纹面
"ObjectId(""5b4d66ade6b1a819a85da4ff"")",,,,,,,,,,,,,,,,,,,,,4.31E-6mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,7.37401Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66b2e6b1a819a85da501"")",,,,,,,,,,,,,,,,,,,,,4.55E-5mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59691Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66b7e6b1a819a85da503"")",,,,,,,,,,,,,,,,,,,,,1.60E-5mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3643Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66bce6b1a819a85da505"")",,,,,,,,,,,,,,,,,,,,,3.37E-5mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,9.06266Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66c1e6b1a819a85da507"")",,,,,,,,,,,,,,,,,,,,,6.50E-6mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45897Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66c6e6b1a819a85da509"")",,,,,,,,,,,,,,,,,,,,,1.08E-4mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0112Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66cbe6b1a819a85da50b"")",,,,,,,,,,,,,,,,,,,,,1.13E-6mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,7.29001Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66d0e6b1a819a85da50d"")",,,,,,,,,,,,,,,,,,,,,2.24E-5mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85738Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66d4e6b1a819a85da50f"")",,,,,,,,,,,,,,,,,,,,,8.14E-6mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,7.80871Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66d9e6b1a819a85da511"")",,,,,,,,,,,,,,,,,,,,,8.60E-5mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0469Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66e3e6b1a819a85da513"")",,,,,,,,,,,,,,,,,,,,,4.03E-4mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,16.255Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66e8e6b1a819a85da515"")",,,,,,,,,,,,,,,,,,,,,7.62E-4mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,18.438Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66ede6b1a819a85da517"")",,,,,,,,,,,,,,,,,,,,,3.74E-4mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0172Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66f2e6b1a819a85da519"")",,,,,,,,,,,,,,,,,,,,,1.03E-3mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0827Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66f7e6b1a819a85da51b"")",,,,,,,,,,,,,,,,,,,,,9.14E-4mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,15.527Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66fce6b1a819a85da51d"")",,,,,,,,,,,,,,,,,,,,,6.06E-4mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7059Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6701e6b1a819a85da51f"")",,,,,,,,,,,,,,,,,,,,,8.85E-4mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,18.438Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6706e6b1a819a85da521"")",,,,,,,,,,,,,,,,,,,,,4.50E-4mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0699Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d670be6b1a819a85da523"")",,,,,,,,,,,,,,,,,,,,,5.65E-4mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4116Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6710e6b1a819a85da525"")",,,,,,,,,,,,,,,,,,,,,4.86E-4mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0172Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6715e6b1a819a85da527"")",,,,,,,,,,,,,,,,,,,,,5.42E-4mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8868Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6719e6b1a819a85da529"")",,,,,,,,,,,,,,,,,,,,,2.99E-4mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4423Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d671fe6b1a819a85da52b"")",,,,,,,,,,,,,,,,,,,,,3.34E-4mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4423Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6724e6b1a819a85da52d"")",,,,,,,,,,,,,,,,,,,,,7.30E-4mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,15.527Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6728e6b1a819a85da52f"")",,,,,,,,,,,,,,,,,,,,,6.56E-4mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0203Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6732e6b1a819a85da531"")",,,,,,,,,,,,,,,,,,,,,3.67E-3mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6603Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6737e6b1a819a85da533"")",,,,,,,,,,,,,,,,,,,,,6.71E-3mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2992Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d673ce6b1a819a85da535"")",,,,,,,,,,,,,,,,,,,,,0.014739mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1748Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6741e6b1a819a85da537"")",,,,,,,,,,,,,,,,,,,,,8.09E-3mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9087Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6746e6b1a819a85da539"")",,,,,,,,,,,,,,,,,,,,,2.18E-3mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1551Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d674be6b1a819a85da53b"")",,,,,,,,,,,,,,,,,,,,,9.76E-3mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1704Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6750e6b1a819a85da53d"")",,,,,,,,,,,,,,,,,,,,,5.35E-3mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8351Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6757e6b1a819a85da53f"")",,,,,,,,,,,,,,,,,,,,,6.15E-5mm/cyc,650℃,,-0.5 to 0.5%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0469Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d675ce6b1a819a85da541"")",,,,,,,,,,,,,,,,,,,,,5.89E-5mm/cyc,650℃,,-0.5 to 0.5%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,8.65676Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6761e6b1a819a85da543"")",,,,,,,,,,,,,,,,,,,,,0.0117712mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1554Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6766e6b1a819a85da545"")",,,,,,,,,,,,,,,,,,,,,2.53E-3mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8948Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d676be6b1a819a85da547"")",,,,,,,,,,,,,,,,,,,,,5.91E-5mm/cyc,650℃,,-0.5 to 0.5%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2727Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6770e6b1a819a85da549"")",,,,,,,,,,,,,,,,,,,,,4.43E-3mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7228Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6775e6b1a819a85da54b"")",,,,,,,,,,,,,,,,,,,,,3.16E-3mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4022Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d677ae6b1a819a85da54d"")",,,,,,,,,,,,,,,,,,,,,1.80E-3mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4404Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d68b4e6b1a815d464e5b0"")",,,,,,,,,,,,,,,,,,,,,2.53E-3mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8948Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d68b8e6b1a815d464e5b2"")",,,,,,,,,,,,,,,,,,,,,5.89E-5mm/cyc,650℃,,-0.5 to 0.5%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,8.65676Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d68c0e6b1a815d464e5b4"")",,,,,,,,,,,,,,,,,,,,,8.09E-3mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9087Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d68c5e6b1a815d464e5b6"")",,,,,,,,,,,,,,,,,,,,,2.18E-3mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1551Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d68cae6b1a815d464e5b8"")",,,,,,,,,,,,,,,,,,,,,3.67E-3mm/cyc,650℃,,-0.33 to 0.67%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6603Mpa√m,,,,,,,,,,,,,,,,
