"/加工温度(4h于1080℃（1980℉）","/加工温度(4h于1110℃（2030℉）","/油淬)，试样盘尺寸","/油淬与时效)，试样盘尺寸","/空冷)，试样盘尺寸","_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","N","Nb","Nb+Ta","Ni","Re","Ru","Si","Ta","Ti","W","Y","Zr","一次时效/温度","一次时效及空冷/时间","二次时效/温度","二次时效及空冷/时间","保温/保温时间","保温/固溶时间","保温/拉伸温度","保温/第二次时效温度","冷却/油冷温度","冷却/盐浴温度","冷却/空冷","力学性能/屈服强度","力学性能/极限拉伸强度","力学性能/纵向延伸率","单峰晶粒分布热处理/MA","双峰晶粒分布热处理/DB","固溶/固溶温度","固溶/试样厚度","固溶处理/时间","固溶处理/温度","固溶处理油淬/时间","固溶处理油淬/温度","固溶热处理/加热时间","固溶热处理/加热温度","固溶热处理/升温速度","固溶热处理/炉冷时间","固溶热处理/炉冷温度","固溶热处理/第一次保温时间","固溶热处理/第一次保温温度","固溶热处理/第三次保温时间","固溶热处理/第三次保温温度","固溶热处理/第二次保温时间","固溶热处理/第二次保温温度","固溶热处理/第四次保温时间","固溶热处理/第四次保温温度","均匀化处理/时间","均匀化处理/温度","均匀化退火/均匀化退火时间","均匀化退火/均匀化退火温度","备注","应力破裂测试/温度","拉伸/温度","拉伸实验/温度","拉伸测试/ 温度","拉伸测试/应变速率","拉伸测试/气氛","拉伸测试/气氛压强","拉伸测试/测试温度","拉伸测试/温度","拉伸试验/弹性模量","拉伸试验/晶粒取向（距[001]面）","拉伸试验/晶粒取向（距[011]面）","拉伸试验/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/低温时效温度","时效/拉伸塑形应变","时效/时效时间","时效/时效温度","时效/第一次时效时间","时效/第二次时效温度","时效/高温时效温度","时效1/时效时间","时效1/时效温度","时效2/时效时间","时效2/时效温度","时效处理/时效时间","时效处理/时效温度","时效处理/时间","时效处理/温度","时效处理空冷/时间","时效处理空冷/温度","最小量热等静压制的/试验温度","最终退火/最终退火温度","材料牌号","标准热处理后油淬/时间","油淬/第一次时效温度","油淬/第二次时效时间","测试温度/温度","炉冷/温度","炉冷/第一次时效温度","炉冷/第二次时效时间","烧结/温度","热处理(氩气氛冷却)/烧结时间","热处理(氩气氛冷却)/烧结温度","热处理/固溶温度","热处理/温度","热处理1/冷却速率","热处理1/时间","热处理1/温度","热处理2/冷却速率","热处理2/时间","热处理2/温度","热处理3/冷却速率","热处理3/时间","热处理3/温度","热处理4/冷却速率","热处理4/时间","热处理4/温度","热处理5/时间","热处理5/温度","热处理与测试/保温时间(第一步)","热处理与测试/保温时间(第二步)","热处理与测试/冷却方式(第一步)","热处理与测试/冷却方式(第二步)","热处理与测试/测试温度","热处理与测试/温度(第一步)","热处理与测试/温度(第二步)","热处理后空冷/时间","热处理工艺/一次空冷温度","热处理工艺/二次空冷温度","热处理工艺/冷却时间","热处理工艺/冷去时间","热处理工艺/加热时间","热处理工艺/加热温度","热处理工艺/测试温度","热处理工艺/炉冷温度","热处理工艺/空冷温度","热等静压/压力","热等静压/压强","热等静压/时间","热等静压/温度","热等静压/直径","热等静压制和挤压的/试验温度","热等静压制和锻造的/试验温度","热等静压制的/试验温度","热等静压制的（a）/试验温度","焊前热处理/时间","焊前热处理/温度","空冷/老化时间","空气冷却/空冷","第1步热处理/时间","第1步热处理/温度","第2步热处理/冷却速率","第2步热处理/时间","第2步热处理/温度","第2步热处理/空冷","第3步热处理/时间","第3步热处理/温度","第4步热处理/时间","第4步热处理/温度","第一次热处理/温度","第一次热处理后炉冷/时间","第一次轧制/温度","第二次热处理/升温速率","第二次热处理/温度","第二次热处理后空冷/时间","第二次轧制/温度","等温锻造/变形量","等温锻造/温度","老化/老化温度","蠕变测试/测试温度","试样置于高温/放置温度","轧制/轧制厚度","轧制/轧制温度","铸锭/铸锭直径","铸锭/铸锭重量","锻造/试样厚度","锻造/锻造厚度减少量","锻造和锻轧的/试验温度","锻造（空冷）/锻造温度"
,,,,,"ObjectId(""5b4d30e2e6b1a819a85d90a1"")","5.0","0.02","0.02","1.4","18.5","12.5",,"0.4",,"3.2",,,,"bal",,,,,"4.4",,,"0.06",,,,,,,,,,"177℃",,"1030.00Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08",,,,,,,,"24h","649℃","12h","760℃",,,,,,,,,"MERL76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2h","1163℃",,,,"103Mpa",,"3h","1182℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d30e7e6b1a819a85d90a3"")","5.0","0.02","0.02","1.4","18.5","12.5",,"0.4",,"3.2",,,,"bal",,,,,"4.4",,,"0.06",,,,,,,,,,," ℃","942.00Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08",,,,,,,,"24h","649℃","12h","760℃",,,,,,,,,"MERL76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2h","1163℃",,,,"103Mpa",,"3h","621℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d30f0e6b1a819a85d90a7"")","5.0","0.02","0.02","1.4","18.5","12.5",,"0.4",,"3.2",,,,"bal",,,,,"4.4",,,"0.06",,,,,,,,,,"343℃",,"992.00Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08",,,,,,,,"24h","649℃","12h","760℃",,,,,,,,,"MERL76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2h","1163℃",,,,"103Mpa",,"3h","621℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d30ffe6b1a819a85d90ad"")","5.0","0.02","0.02","1.4","18.5","12.5",,"0.4",,"3.2",,,,"bal",,,,,"4.4",,,"0.06",,,,,,,,,,"343℃",,"1003.00Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08",,,,,,,,"24h","649℃","12h","760℃",,,,,,,,,"MERL76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2h","1163℃",,,,"103Mpa",,"3h","1182℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d3436e6b1a819a85d91e5"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.48Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Beltran A M, Schilling W F. The Development and Evaluation of Diffusion-Bonded Clad Gas Turbine Buckets[J]. 1980.","10.11961/mater0203.MGI.20171221.ds.0039","尹海清","摘录","张凯琦","2018-01-08",,,,,,,,,,,,,,,,,,,,"S-57",,,,,,,,"2121F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200Mpa",,"1h","1600F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d3458e6b1a819a85d91f3"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61.30Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Beltran A M, Schilling W F. The Development and Evaluation of Diffusion-Bonded Clad Gas Turbine Buckets[J]. 1980.","10.11961/mater0203.MGI.20171221.ds.0039","尹海清","摘录","张凯琦","2018-01-08",,,,,,,,,,,,,,,,,,,,"S-57",,,,,,,,"2221F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200Mpa",,"1h","1600F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d347be6b1a819a85d91ff"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.96Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Beltran A M, Schilling W F. The Development and Evaluation of Diffusion-Bonded Clad Gas Turbine Buckets[J]. 1980.","10.11961/mater0203.MGI.20171221.ds.0039","尹海清","摘录","张凯琦","2018-01-08",,,,,,,,,,,,,,,,,,,,"S-57",,,,,,,,"2021F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200Mpa",,"1h","1600F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d3499e6b1a819a85d920b"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107.99Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Beltran A M, Schilling W F. The Development and Evaluation of Diffusion-Bonded Clad Gas Turbine Buckets[J]. 1980.","10.11961/mater0203.MGI.20171221.ds.0039","尹海清","摘录","张凯琦","2018-01-08",,,,,,,,,,,,,,,,,,,,"S-57",,,,,,,,"1933F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200Mpa",,"1h","1600F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d5864e6b1a819a85d9f91"")","5.6",,,,"5.6wt.%","4.6",,"0.1",,"2.4",,,,"balance","6.4","5.0",,"5.6","0.0","5.0",,,,,,,,,,,,,,"89.00Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,"4.00E+2℃",,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Development of an Oxidation-Resistant High-Strength Sixth-Generation Single-Crystal Superalloy TMS-238[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:189-195.","10.11961/mater0203.MGI.20171221.ds.0026","尹海清","摘录","杨国强","2018-01-08",,,,,,,,,,,,,,,,,,,,"TMS-196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d5869e6b1a819a85d9f93"")","5.7",,,,"5.8wt.%","3.2",,"0.1",,"2.8",,,,"balance","5.8","3.6",,"5.6","0.0","5.6",,,,,,,,,,,,,,"830.00Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,"4.00E+2℃",,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Development of an Oxidation-Resistant High-Strength Sixth-Generation Single-Crystal Superalloy TMS-238[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:189-195.","10.11961/mater0203.MGI.20171221.ds.0026","尹海清","摘录","杨国强","2018-01-08",,,,,,,,,,,,,,,,,,,,"TMS-138A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d586ee6b1a819a85d9f95"")","5.6",,,,"9.6wt.%","6.4",,"0.1",,"0.6",,,,"balance","3.0",,,"6.5","1.0","6.4",,,,,,,,,,,,,,"950.00Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,"7.50E+2℃",,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Development of an Oxidation-Resistant High-Strength Sixth-Generation Single-Crystal Superalloy TMS-238[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:189-195.","10.11961/mater0203.MGI.20171221.ds.0026","尹海清","摘录","杨国强","2018-01-08",,,,,,,,,,,,,,,,,,,,"CMSX-4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d5882e6b1a819a85d9f9d"")","5.6",,,,"5.6wt.%","4.6",,"0.1",,"2.4",,,,"balance","6.4","5.0",,"5.6","0.0","5.0",,,,,,,,,,,,,,"845.00Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,"7.50E+2℃",,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Development of an Oxidation-Resistant High-Strength Sixth-Generation Single-Crystal Superalloy TMS-238[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:189-195.","10.11961/mater0203.MGI.20171221.ds.0026","尹海清","摘录","杨国强","2018-01-08",,,,,,,,,,,,,,,,,,,,"TMS-196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d5886e6b1a819a85d9f9f"")","5.7",,,,"5.8wt.%","3.2",,"0.1",,"2.8",,,,"balance","5.8","3.6",,"5.6","0.0","5.6",,,,,,,,,,,,,,"868.00Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,"7.50E+2℃",,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Development of an Oxidation-Resistant High-Strength Sixth-Generation Single-Crystal Superalloy TMS-238[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:189-195.","10.11961/mater0203.MGI.20171221.ds.0026","尹海清","摘录","杨国强","2018-01-08",,,,,,,,,,,,,,,,,,,,"TMS-138A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d588be6b1a819a85d9fa1"")","5.9",,,,"6.5wt.%","4.6",,"0.1",,"1.1",,,,"balance","6.4","5.0",,"7.6","0.0","4.0",,,,,,,,,,,,,,"925.00Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,"4.00E+2℃",,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Development of an Oxidation-Resistant High-Strength Sixth-Generation Single-Crystal Superalloy TMS-238[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:189-195.","10.11961/mater0203.MGI.20171221.ds.0026","尹海清","摘录","杨国强","2018-01-08",,,,,,,,,,,,,,,,,,,,"TMS-238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d589ae6b1a819a85d9fa7"")","5.9",,,,"6.5wt.%","4.6",,"0.1",,"1.1",,,,"balance","6.4","5.0",,"7.6","0.0","4.0",,,,,,,,,,,,,,"1041.00Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,"7.50E+2℃",,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Development of an Oxidation-Resistant High-Strength Sixth-Generation Single-Crystal Superalloy TMS-238[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:189-195.","10.11961/mater0203.MGI.20171221.ds.0026","尹海清","摘录","杨国强","2018-01-08",,,,,,,,,,,,,,,,,,,,"TMS-238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d58a9e6b1a819a85d9fad"")","5.6",,,,"9.6wt.%","6.4",,"0.1",,"0.6",,,,"balance","3.0",,,"6.5","1.0","6.4",,,,,,,,,,,,,,"860.00Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,"4.00E+2℃",,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Development of an Oxidation-Resistant High-Strength Sixth-Generation Single-Crystal Superalloy TMS-238[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:189-195.","10.11961/mater0203.MGI.20171221.ds.0026","尹海清","摘录","杨国强","2018-01-08",,,,,,,,,,,,,,,,,,,,"CMSX-4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d58bde6b1a819a85d9fb3"")","2.4","0.02","0.03",,"14.8","16.3wt.%",,,,"3.1",,,,"balance",,,,,"4.8","1.3",,"0.03",,,,,"4h",,"400℃","760℃",,,,"506.00Mpa",,,,,"1100℃",,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-61.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%",,,"24h",,,,,,,,,,,,,,,"U720Li",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d58c6e6b1a819a85d9fb7"")","2.4","0.02","0.03",,"14.8","16.3wt.%",,,,"3.1",,,,"balance",,,,,"4.8","1.3",,"0.03",,,,,"4h",,"700℃","760℃",,,,"355.00Mpa",,,,,"1100℃",,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-63.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%",,,"24h",,,,,,,,,,,,,,,"U720Li",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d58dae6b1a819a85d9fbf"")","2.4","0.02","0.03",,"14.8","16.3wt.%",,,,"3.1",,,,"balance",,,,,"4.8","1.3",,"0.03",,,,,"4h",,"25℃","760℃",,,,"658.00Mpa",,,,,"1100℃",,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-60.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%",,,"24h",,,,,,,,,,,,,,,"U720Li",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d58e4e6b1a819a85d9fc3"")","2.3","0.02","0.03",,"25.0","13.5wt.%",,,,"2.8",,,,"balance",,,,,"6.2","1.2",,"0.03",,,,,"4h",,"750℃","760℃",,,,"320.00Mpa",,,,,"1100℃",,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-53.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%",,,"24h",,,,,,,,,,,,,,,"TMW-4M3",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d58ede6b1a819a85d9fc7"")","2.4","0.02","0.03",,"14.8","16.3wt.%",,,,"3.1",,,,"balance",,,,,"4.8","1.3",,"0.03",,,,,"4h",,"650℃","760℃",,,,"407.00Mpa",,,,,"1100℃",,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-62.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%",,,"24h",,,,,,,,,,,,,,,"U720Li",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d58f2e6b1a819a85d9fc9"")","2.4","0.02","0.03",,"14.8","16.3wt.%",,,,"3.1",,,,"balance",,,,,"4.8","1.3",,"0.03",,,,,"4h",,"750℃","760℃",,,,"128.00Mpa",,,,,"1100℃",,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-65.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%",,,"24h",,,,,,,,,,,,,,,"U720Li",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d58f7e6b1a819a85d9fcb"")","2.4","0.02","0.03",,"14.8","16.3wt.%",,,,"3.1",,,,"balance",,,,,"4.8","1.3",,"0.03",,,,,"4h",,"725℃","760℃",,,,"262.00Mpa",,,,,"1100℃",,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-64.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%",,,"24h",,,,,,,,,,,,,,,"U720Li",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d5906e6b1a819a85d9fcf"")","2.3","0.02","0.03",,"25.0","13.5wt.%",,,,"2.8",,,,"balance",,,,,"6.2","1.2",,"0.03",,,,,"4h",,"400℃","760℃",,,,"512.00Mpa",,,,,"1100℃",,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-49.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%",,,"24h",,,,,,,,,,,,,,,"TMW-4M3",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d591fe6b1a819a85d9fd9"")","2.3","0.02","0.03",,"25.0","13.5wt.%",,,,"2.8",,,,"balance",,,,,"6.2","1.2",,"0.03",,,,,"4h",,"700℃","760℃",,,,"425.00Mpa",,,,,"1100℃",,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-51.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%",,,"24h",,,,,,,,,,,,,,,"TMW-4M3",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d5924e6b1a819a85d9fdb"")","2.3","0.02","0.03",,"25.0","13.5wt.%",,,,"2.8",,,,"balance",,,,,"6.2","1.2",,"0.03",,,,,"4h",,"650℃","760℃",,,,"454.00Mpa",,,,,"1100℃",,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-50.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%",,,"24h",,,,,,,,,,,,,,,"TMW-4M3",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d5938e6b1a819a85d9fe3"")","2.3","0.02","0.03",,"25.0","13.5wt.%",,,,"2.8",,,,"balance",,,,,"6.2","1.2",,"0.03",,,,,"4h",,"725℃","760℃",,,,"402.00Mpa",,,,,"1100℃",,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-52.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%",,,"24h",,,,,,,,,,,,,,,"TMW-4M3",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d5949e6b1a819a85d9fe9"")","2.3","0.02","0.03",,"25.0","13.5wt.%",,,,"2.8",,,,"balance",,,,,"6.2","1.2",,"0.03",,,,,"4h",,"25℃","760℃",,,,"670.00Mpa",,,,,"1100℃",,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-48.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%",,,"24h",,,,,,,,,,,,,,,"TMW-4M3",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
