"_id","Al","Co","Cr","Hf","Mo","Ni","Re","Ru","Ta","Ti","W","力学性能/蠕变速率","备注","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","材料牌号","热处理/升温速率","热处理/热处理温度","热处理/第一段时间","热处理/第一段温度","热处理/第三段时间","热处理/第三段温度","热处理/第二段时间","热处理/第二段温度","热处理/第四段时间","热处理/第四段温度","第一次时效/第一次时效时间","第一次时效/第一次时效温度","第二次时效/第二次时效时间","第二次时效/第二次时效温度","蠕变实验/压力","蠕变实验/应变","蠕变实验/晶向","蠕变实验/温度","蠕变实验/真空度","蠕变测试/γ相尺寸","蠕变测试/压力","蠕变测试/塑性蠕变应变","蠕变测试/时间","蠕变测试/晶格取向","蠕变测试/测试压力","蠕变测试/测试温度","蠕变测试/温度","蠕变测试/蠕变应力","蠕变测试/蠕变应变","蠕变测试/蠕变温度","蠕变测试/试样厚度"
"ObjectId(""5b4d3c5ee6b1a819a85d94fb"")","2.5wt.%","10.2","10.3","0.3","0.7","58.6",,,"2.5","0.6","14.3","6.81E-4s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-23%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.0131%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d3c63e6b1a819a85d94fd"")","2.5wt.%","10.2","10.3","0.3","0.7","58.6",,,"2.5","0.6","14.3","2.32E-4s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-23%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.0019%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d3c68e6b1a819a85d94ff"")","2.5wt.%","10.2","10.3","0.3","0.7","58.6",,,"2.5","0.6","14.3","6.30E-4s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-23%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.0152%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d3c6de6b1a819a85d9501"")","2.5wt.%","10.2","10.3","0.3","0.7","58.6",,,"2.5","0.6","14.3","5.61E-4s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-23%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.00721%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d3c72e6b1a819a85d9503"")","2.5wt.%","10.2","10.3","0.3","0.7","58.6",,,"2.5","0.6","14.3","5.20E-4s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-23%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.0112%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d3c7ce6b1a819a85d9505"")","2.5wt.%","10.2","10.3","0.3","0.7","58.6",,,"2.5","0.6","14.3","7.89E-5s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-23%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0486%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d3c81e6b1a819a85d9507"")","2.5wt.%","10.2","10.3","0.3","0.7","58.6",,,"2.5","0.6","14.3","2.41E-4s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-23%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.000301%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d3c86e6b1a819a85d9509"")","2.5wt.%","10.2","10.3","0.3","0.7","58.6",,,"2.5","0.6","14.3","7.30E-5s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-23%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.0016%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d3c8be6b1a819a85d950b"")","2.5wt.%","10.2","10.3","0.3","0.7","58.6",,,"2.5","0.6","14.3","7.89E-5s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-23%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0498%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d3c8fe6b1a819a85d950d"")","2.5wt.%","10.2","10.3","0.3","0.7","58.6",,,"2.5","0.6","14.3","4.13E-4s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-23%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.0001%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d3c94e6b1a819a85d950f"")","2.5wt.%","10.2","10.3","0.3","0.7","58.6",,,"2.5","0.6","14.3","7.59E-5s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-23%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0455%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d3c99e6b1a819a85d9511"")","2.5wt.%","10.2","10.3","0.3","0.7","58.6",,,"2.5","0.6","14.3","6.76E-5s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-23%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0426%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d3c9ee6b1a819a85d9513"")","2.5wt.%","10.2","10.3","0.3","0.7","58.6",,,"2.5","0.6","14.3","7.59E-5s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-23%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0441%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
