"/加工温度(4h于1080℃（1980℉）","/加工温度(4h于1110℃（2030℉）","/油淬)，试样盘尺寸","/油淬与时效)，试样盘尺寸","/温度","/状态","/空冷)，试样盘尺寸","/组成","_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","N","Nb","Ni","Re","Si","Ta","Ti","W","Y","Zr","一次时效/温度","一次时效及空冷/时间","二次时效/温度","二次时效及空冷/时间","力学性能/总延伸率A","固溶/时间","固溶/温度","固溶处理油淬/时间","固溶处理油淬/温度","固溶热处理/加热时间","固溶热处理/加热温度","固溶热处理/升温速度","固溶热处理/炉冷时间","固溶热处理/炉冷温度","固溶热处理/第一次保温时间","固溶热处理/第一次保温温度","固溶热处理/第三次保温时间","固溶热处理/第三次保温温度","固溶热处理/第二次保温时间","固溶热处理/第二次保温温度","固溶热处理/第四次保温时间","固溶热处理/第四次保温温度","均匀化处理/时间","均匀化处理/温度","备注","应力破裂测试/力","应力破裂测试/温度","拉伸实验/测试温度","拉伸测试/ 温度","拉伸测试/测试温度","拉伸测试/温度","持久性极限试验/应力","持久性极限试验/时间","持久极限试验/温度","持久测试/应力","持久测试/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/低温时效温度","时效/高温时效温度","时效处理/时间","时效处理/温度","时效处理空冷/时间","时效处理空冷/温度","最小量热等静压制的/试验温度","材料牌号","标准热处理后油淬/时间","棒料拉伸测试/温度","测试温度/温度","测量温度/温度","热处理1/时间","热处理1/温度","热处理2/时间","热处理2/温度","热处理3/时间","热处理3/温度","热处理与测试/保温时间(第一步)","热处理与测试/保温时间(第二步)","热处理与测试/冷却方式(第一步)","热处理与测试/冷却方式(第二步)","热处理与测试/测试温度","热处理与测试/温度(第一步)","热处理与测试/温度(第二步)","热处理工艺/一次空冷温度","热处理工艺/二次空冷温度","热处理工艺/冷却时间","热处理工艺/冷去时间","热处理工艺/炉冷温度","热处理工艺/空冷温度","热挤压/热挤压温度","热等静压制和挤压的/试验温度","热等静压制和锻造的/试验温度","热等静压制的/试验温度","热等静压制的（a）/试验温度","热轧/厚度","热轧/温度","热轧/热轧时间","热轧/热轧温度","焊前热处理/时间","焊前热处理/温度","片料拉伸测试/温度","直径/坯料直径","真空热挤/挤压率","真空热挤/温度","硼含量/体积比浓度","空冷热处理1/时间","空冷热处理1/温度","空冷热处理2/时间","空冷热处理2/温度","空冷热处理3/时间","空冷热处理3/温度","第1步热处理/时间","第1步热处理/温度","第2步热处理/冷却速率","第2步热处理/时间","第2步热处理/温度","第2步热处理/空冷","第3步热处理/时间","第3步热处理/温度","第3步热处理/空冷","第4步热处理/时间","第4步热处理/温度","第一次轧制/温度","第二次轧制/温度","等温锻造/变形量","等温锻造/温度","蠕变断裂测试/拉力","蠕变断裂测试/温度","蠕变测试/时间","蠕变测试/测试温度","蠕变测试/温度","蠕变测试/蠕变应力","蠕变测试/蠕变时间","蠕变试验/应力","蠕变试验/时间","蠕变试验/温度","试样置于高温/放置温度","退火/退火时间","退火/退火温度","重量/铸锭重量","锻造和锻轧的/试验温度"
,,,,,,,,"ObjectId(""5b4cfe9ce6b1a819a85d7d87"")","3",,"1.5",,"59.46wt.%","5",,,,,,,"0.04","12",,"4","5","10",,,,,,,"1.35004%",,,,,"0.5h","1200℃","20℃/min","4h","1308℃","1h","1293℃","2h","1299℃","1h","1296℃","1h","1302℃",,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09","704℃",,,,,,,"PWA 1480+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","200.443h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfea1e6b1a819a85d7d89"")","3",,"1.5",,"59.46wt.%","5",,,,,,,"0.04","12",,"4","5","10",,,,,,,"2.75484%",,,,,"0.5h","1200℃","20℃/min","4h","1308℃","1h","1293℃","2h","1299℃","1h","1296℃","1h","1302℃",,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09","704℃",,,,,,,"PWA 1480+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","664.573h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfea6e6b1a819a85d7d8b"")","3",,"1.5",,"59.46wt.%","5",,,,,,,"0.04","12",,"4","5","10",,,,,,,"5.67398%",,,,,"0.5h","1200℃","20℃/min","4h","1308℃","1h","1293℃","2h","1299℃","1h","1296℃","1h","1302℃",,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09","704℃",,,,,,,"PWA 1480+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","1220.21h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfeabe6b1a819a85d7d8d"")","3",,"1.5",,"59.46wt.%","5",,,,,,,"0.04","12",,"4","5","10",,,,,,,"3.35605%",,,,,"0.5h","1200℃","20℃/min","4h","1308℃","1h","1293℃","2h","1299℃","1h","1296℃","1h","1302℃",,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09","704℃",,,,,,,"PWA 1480+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","859.392h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfeb0e6b1a819a85d7d8f"")","3",,"1.5",,"59.46wt.%","5",,,,,,,"0.04","12",,"4","5","10",,,,,,,"2.15364%",,,,,"0.5h","1200℃","20℃/min","4h","1308℃","1h","1293℃","2h","1299℃","1h","1296℃","1h","1302℃",,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09","704℃",,,,,,,"PWA 1480+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","469.755h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfeb5e6b1a819a85d7d91"")","3",,"1.5",,"59.46wt.%","5",,,,,,,"0.04","12",,"4","5","10",,,,,,,"0.946457%",,,,,"0.5h","1200℃","20℃/min","4h","1308℃","1h","1293℃","2h","1299℃","1h","1296℃","1h","1302℃",,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09","704℃",,,,,,,"PWA 1480+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","57.1892h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfebae6b1a819a85d7d93"")","12",,"1.5",,"62.46wt.%","5",,,,,,,"0.04",,,"4","5","10",,,,,,,"1.56398%",,,,,"0.5h","1200℃","20℃/min","10h","1338℃","1h","1325℃",,,"1h","1332℃",,,,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09","704℃",,,,,,,"PWA 1480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"760℃",,"690Mpa","97.4359h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfec3e6b1a819a85d7d95"")","12",,"1.5",,"62.46wt.%","5",,,,,,,"0.04",,,"4","5","10",,,,,,,"2.65246%",,,,,"0.5h","1200℃","20℃/min","10h","1338℃","1h","1325℃",,,"1h","1332℃",,,,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09",,"871℃",,,,,,"PWA 1480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","171.594h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfec8e6b1a819a85d7d97"")","3",,"1.5",,"59.46wt.%","5",,,,,,,"0.04","12",,"4","5","10",,,,,,,"1.7191%",,,,,"0.5h","1200℃","20℃/min","4h","1308℃","1h","1293℃","2h","1299℃","1h","1296℃","1h","1302℃",,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09",,"871℃",,,,,,"PWA 1480+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","1077.46h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfecde6b1a819a85d7d99"")","3",,"1.5",,"59.46wt.%","5",,,,,,,"0.04","12",,"4","5","10",,,,,,,"0.438108%",,,,,"0.5h","1200℃","20℃/min","4h","1308℃","1h","1293℃","2h","1299℃","1h","1296℃","1h","1302℃",,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09",,"871℃",,,,,,"PWA 1480+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","309.491h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfed2e6b1a819a85d7d9b"")","3",,"1.5",,"59.46wt.%","5",,,,,,,"0.04","12",,"4","5","10",,,,,,,"1.27028%",,,,,"0.5h","1200℃","20℃/min","4h","1308℃","1h","1293℃","2h","1299℃","1h","1296℃","1h","1302℃",,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09",,"871℃",,,,,,"PWA 1480+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","716.378h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfed7e6b1a819a85d7d9d"")","3",,"1.5",,"59.46wt.%","5",,,,,,,"0.04","12",,"4","5","10",,,,,,,"2.13816%",,,,,"0.5h","1200℃","20℃/min","4h","1308℃","1h","1293℃","2h","1299℃","1h","1296℃","1h","1302℃",,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09",,"871℃",,,,,,"PWA 1480+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","1295.23h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfedce6b1a819a85d7d9f"")","12",,"1.5",,"62.46wt.%","5",,,,,,,"0.04",,,"4","5","10",,,,,,,"11.1134%",,,,,"0.5h","1200℃","20℃/min","10h","1338℃","1h","1325℃",,,"1h","1332℃",,,,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09",,"871℃",,,,,,"PWA 1480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","411.146h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfee1e6b1a819a85d7da1"")","3",,"1.5",,"59.46wt.%","5",,,,,,,"0.04","12",,"4","5","10",,,,,,,"1.481%",,,,,"0.5h","1200℃","20℃/min","4h","1308℃","1h","1293℃","2h","1299℃","1h","1296℃","1h","1302℃",,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09",,"871℃",,,,,,"PWA 1480+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","830.998h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfee5e6b1a819a85d7da3"")","12",,"1.5",,"62.46wt.%","5",,,,,,,"0.04",,,"4","5","10",,,,,,,"14.1076%",,,,,"0.5h","1200℃","20℃/min","10h","1338℃","1h","1325℃",,,"1h","1332℃",,,,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09",,"871℃",,,,,,"PWA 1480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","427.915h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfeeae6b1a819a85d7da5"")","12",,"1.5",,"62.46wt.%","5",,,,,,,"0.04",,,"4","5","10",,,,,,,"8.67645%",,,,,"0.5h","1200℃","20℃/min","10h","1338℃","1h","1325℃",,,"1h","1332℃",,,,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09",,"871℃",,,,,,"PWA 1480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","377.101h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfeefe6b1a819a85d7da7"")","12",,"1.5",,"62.46wt.%","5",,,,,,,"0.04",,,"4","5","10",,,,,,,"4.73228%",,,,,"0.5h","1200℃","20℃/min","10h","1338℃","1h","1325℃",,,"1h","1332℃",,,,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09",,"871℃",,,,,,"PWA 1480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","285.946h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfef4e6b1a819a85d7da9"")","3",,"1.5",,"59.46wt.%","5",,,,,,,"0.04","12",,"4","5","10",,,,,,,"0.211911%",,,,,"0.5h","1200℃","20℃/min","4h","1308℃","1h","1293℃","2h","1299℃","1h","1296℃","1h","1302℃",,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09",,"871℃",,,,,,"PWA 1480+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","120.352h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfef9e6b1a819a85d7dab"")","12",,"1.5",,"62.46wt.%","5",,,,,,,"0.04",,,"4","5","10",,,,,,,"6.8002%",,,,,"0.5h","1200℃","20℃/min","10h","1338℃","1h","1325℃",,,"1h","1332℃",,,,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09",,"871℃",,,,,,"PWA 1480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","342.974h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cfefee6b1a819a85d7dad"")","12",,"1.5",,"62.46wt.%","5",,,,,,,"0.04",,,"4","5","10",,,,,,,"3.22271%",,,,,"0.5h","1200℃","20℃/min","10h","1338℃","1h","1325℃",,,"1h","1332℃",,,,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09",,"871℃",,,,,,"PWA 1480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","217.373h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cff03e6b1a819a85d7daf"")","3",,"1.5",,"59.46wt.%","5",,,,,,,"0.04","12",,"4","5","10",,,,,,,"1.07146%",,,,,"0.5h","1200℃","20℃/min","4h","1308℃","1h","1293℃","2h","1299℃","1h","1296℃","1h","1302℃",,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09",,"871℃",,,,,,"PWA 1480+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","659.082h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cff08e6b1a819a85d7db1"")","3",,"1.5",,"59.46wt.%","5",,,,,,,"0.04","12",,"4","5","10",,,,,,,"0.863121%",,,,,"0.5h","1200℃","20℃/min","4h","1308℃","1h","1293℃","2h","1299℃","1h","1296℃","1h","1302℃",,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09",,"871℃",,,,,,"PWA 1480+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","555.927h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cff11e6b1a819a85d7db3"")","12",,"1.5",,"62.46wt.%","5",,,,,,,"0.04",,,"4","5","10",,,,,,,"3.25248%",,,,,"0.5h","1200℃","20℃/min","10h","1338℃","1h","1325℃",,,"1h","1332℃",,,,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09","704℃",,,,,,,"PWA 1480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","360.68h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cff16e6b1a819a85d7db5"")","12",,"1.5",,"62.46wt.%","5",,,,,,,"0.04",,,"4","5","10",,,,,,,"4.39537%",,,,,"0.5h","1200℃","20℃/min","10h","1338℃","1h","1325℃",,,"1h","1332℃",,,,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09","704℃",,,,,,,"PWA 1480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","463.701h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cff1be6b1a819a85d7db7"")","12",,"1.5",,"62.46wt.%","5",,,,,,,"0.04",,,"4","5","10",,,,,,,"1.3298%",,,,,"0.5h","1200℃","20℃/min","10h","1338℃","1h","1325℃",,,"1h","1332℃",,,,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09",,"871℃",,,,,,"PWA 1480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","102.994h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cff20e6b1a819a85d7db9"")","12",,"1.5",,"62.46wt.%","5",,,,,,,"0.04",,,"4","5","10",,,,,,,"0.566684%",,,,,"0.5h","1200℃","20℃/min","10h","1338℃","1h","1325℃",,,"1h","1332℃",,,,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09","704℃",,,,,,,"PWA 1480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","28.5812h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cff25e6b1a819a85d7dbb"")","12",,"1.5",,"62.46wt.%","5",,,,,,,"0.04",,,"4","5","10",,,,,,,"16.9969%",,,,,"0.5h","1200℃","20℃/min","10h","1338℃","1h","1325℃",,,"1h","1332℃",,,,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09","704℃",,,,,,,"PWA 1480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","840.239h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cff2ae6b1a819a85d7dbd"")","12",,"1.5",,"62.46wt.%","5",,,,,,,"0.04",,,"4","5","10",,,,,,,"7.80023%",,,,,"0.5h","1200℃","20℃/min","10h","1338℃","1h","1325℃",,,"1h","1332℃",,,,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09","704℃",,,,,,,"PWA 1480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","658.118h",,,,,,,,
,,,,,,,,"ObjectId(""5b4cff2fe6b1a819a85d7dbf"")","12",,"1.5",,"62.46wt.%","5",,,,,,,"0.04",,,"4","5","10",,,,,,,"2.29531%",,,,,"0.5h","1200℃","20℃/min","10h","1338℃","1h","1325℃",,,"1h","1332℃",,,,,"",,,,,,,,,,,,"Wilson B C, Fuchs G E. The Effect of Composition, Misfit, and Heat Treatment on the Primary Creep Behavior of Single Crystal Nickel Base Superalloys PWA 1480 and PWA 1484[C]// Superalloys. 2008:149-158.","10.11961/mater0203.MGI.20171221.ds.0054","尹海清","摘录","史政涛","2018-01-09","704℃",,,,,,,"PWA 1480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"704℃",,"862Mpa","251.9h",,,,,,,,
