"/加工温度(4h于1080℃（1980℉）","/加工温度(4h于1110℃（2030℉）","/油淬)，试样盘尺寸","/油淬与时效)，试样盘尺寸","/温度","/状态","/空冷)，试样盘尺寸","/组成","_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","N","Nb","Ni","Re","Si","Ta","Ti","W","Y","Zr","一次时效/温度","一次时效及空冷/时间","二次时效/温度","二次时效及空冷/时间","力学性能/总延伸率A","固溶/时间","固溶/温度","固溶处理油淬/时间","固溶处理油淬/温度","固溶热处理/加热时间","固溶热处理/加热温度","固溶热处理/升温速度","固溶热处理/炉冷时间","固溶热处理/炉冷温度","固溶热处理/第一次保温时间","固溶热处理/第一次保温温度","固溶热处理/第三次保温时间","固溶热处理/第三次保温温度","固溶热处理/第二次保温时间","固溶热处理/第二次保温温度","固溶热处理/第四次保温时间","固溶热处理/第四次保温温度","均匀化处理/时间","均匀化处理/温度","备注","应力破裂测试/力","应力破裂测试/温度","拉伸实验/测试温度","拉伸测试/ 温度","拉伸测试/测试温度","拉伸测试/温度","持久性极限试验/应力","持久性极限试验/时间","持久极限试验/温度","持久测试/应力","持久测试/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/低温时效温度","时效/高温时效温度","时效处理/时间","时效处理/温度","时效处理空冷/时间","时效处理空冷/温度","最小量热等静压制的/试验温度","材料牌号","标准热处理后油淬/时间","棒料拉伸测试/温度","测试温度/温度","测量温度/温度","热处理1/时间","热处理1/温度","热处理2/时间","热处理2/温度","热处理3/时间","热处理3/温度","热处理与测试/保温时间(第一步)","热处理与测试/保温时间(第二步)","热处理与测试/冷却方式(第一步)","热处理与测试/冷却方式(第二步)","热处理与测试/测试温度","热处理与测试/温度(第一步)","热处理与测试/温度(第二步)","热处理工艺/一次空冷温度","热处理工艺/二次空冷温度","热处理工艺/冷却时间","热处理工艺/冷去时间","热处理工艺/炉冷温度","热处理工艺/空冷温度","热挤压/热挤压温度","热等静压制和挤压的/试验温度","热等静压制和锻造的/试验温度","热等静压制的/试验温度","热等静压制的（a）/试验温度","热轧/厚度","热轧/温度","热轧/热轧时间","热轧/热轧温度","焊前热处理/时间","焊前热处理/温度","片料拉伸测试/温度","直径/坯料直径","真空热挤/挤压率","真空热挤/温度","硼含量/体积比浓度","空冷热处理1/时间","空冷热处理1/温度","空冷热处理2/时间","空冷热处理2/温度","空冷热处理3/时间","空冷热处理3/温度","第1步热处理/时间","第1步热处理/温度","第2步热处理/冷却速率","第2步热处理/时间","第2步热处理/温度","第2步热处理/空冷","第3步热处理/时间","第3步热处理/温度","第3步热处理/空冷","第4步热处理/时间","第4步热处理/温度","第一次轧制/温度","第二次轧制/温度","等温锻造/变形量","等温锻造/温度","蠕变断裂测试/拉力","蠕变断裂测试/温度","蠕变测试/时间","蠕变测试/测试温度","蠕变测试/温度","蠕变测试/蠕变应力","蠕变测试/蠕变时间","蠕变试验/应力","蠕变试验/时间","蠕变试验/温度","试样置于高温/放置温度","退火/退火时间","退火/退火温度","重量/铸锭重量","锻造和锻轧的/试验温度"
,,,,,,,,"ObjectId(""5b4d9ebce6b1a815d464fa3e"")","1.42","0.003","0.027wt.%",,"13.1","19.7",,,,"4.04",,,"balance",,,,"3.09",,,"0.06",,,,,"19.5419%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9ec1e6b1a815d464fa40"")","1.37","0.002","0.025wt.%",,"7.8","19.6",,,,"3.99",,,"balance",,,,"3.04",,,"0.06",,,,,"25.508%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9ecbe6b1a815d464fa44"")","1.37","0.001","0.026wt.%",,"3.5","19.6",,,,"3.93",,,"balance",,,,"3",,,"0.06",,,,,"22.3696%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9ed0e6b1a815d464fa46"")","1.37","0.001","0.028wt.%",,"0.01","19.5",,,,"3.9",,,"balance",,,,"3.02",,,"0.06",,,,,"22.7161%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9eede6b1a815d464fa50"")","1.34","0.001","0.035wt.%",,"1.3","19.2",,,,"3.95",,,"balance",,,,"3.01",,,"0.06",,,,,"16.9363%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9ef2e6b1a815d464fa52"")","1.35","0.004","0.031wt.%",,"12.4","19.4",,,,"4.05",,,"balance",,,,"3.07",,,"0.06",,,,,"29.8529%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9ef7e6b1a815d464fa54"")","1.37","0.001","0.04wt.%",,"0.01","19.5",,,,"3.9",,,"balance",,,,"3.02",,,"0.06",,,,,"25.5949%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9efce6b1a815d464fa56"")","1.33","0.003","0.036wt.%",,"8.1","19.3",,,,"3.99",,,"balance",,,,"3.01",,,"0.06",,,,,"28.5387%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9f01e6b1a815d464fa58"")","1.33","0.003","0.036wt.%",,"8.1","19.3",,,,"3.99",,,"balance",,,,"3.01",,,"0.06",,,,,"32.3266%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9f06e6b1a815d464fa5a"")","1.34","0.003","0.033wt.%",,"5.8","18.9",,,,"3.92",,,"balance",,,,"2.94",,,"0.06",,,,,"30.5298%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9f0ae6b1a815d464fa5c"")","1.36","0.001","0.038wt.%",,"3.6","19.5",,,,"3.93",,,"balance",,,,"3.02",,,"0.06",,,,,"19.3389%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9f0fe6b1a815d464fa5e"")","1.34","0.001","0.035wt.%",,"1.3","19.2",,,,"3.95",,,"balance",,,,"3.01",,,"0.06",,,,,"20.1182%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9f14e6b1a815d464fa60"")","1.35","0.004","0.036wt.%",,"13.2","19.4",,,,"4.05",,,"balance",,,,"3.07",,,"0.06",,,,,"33.9365%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9f19e6b1a815d464fa62"")","1.35","0.004","0.031wt.%",,"12.4","19.4",,,,"4.05",,,"balance",,,,"3.07",,,"0.06",,,,,"27.8831%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9f1ee6b1a815d464fa64"")","1.34","0.003","0.033wt.%",,"5.8","18.9",,,,"3.92",,,"balance",,,,"2.94",,,"0.06",,,,,"27.3479%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9f23e6b1a815d464fa66"")","1.32","0.003","0.035wt.%",,"10","19.4",,,,"4.02",,,"balance",,,,"3.05",,,"0.06",,,,,"26.6983%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9f28e6b1a815d464fa68"")","1.32","0.003","0.035wt.%",,"10","19.4",,,,"4.02",,,"balance",,,,"3.05",,,"0.06",,,,,"24.8798%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9f2ce6b1a815d464fa6a"")","1.36","0.001","0.038wt.%",,"3.6","19.5",,,,"3.93",,,"balance",,,,"3.02",,,"0.06",,,,,"29.6424%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9f31e6b1a815d464fa6c"")","1.35","0.004","0.036wt.%",,"13.2","19.4",,,,"4.05",,,"balance",,,,"3.07",,,"0.06",,,,,"25.603%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4d9f45e6b1a815d464fa72"")","1.37","0.001","0.04wt.%",,"0.01","19.5",,,,"3.9",,,"balance",,,,"3.02",,,"0.06",,,,,"20.1406%",,,"4h","1010℃",,,,,,,,,,,,,,"24h","1190℃","",,,,,,,,,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃","1093℃",,,,,,,,,,,,,,,,,
,,,,,"硬态",,,"ObjectId(""5b4da205e6b1a815d464fb7c"")",,,,,,,,,,,,,,,,,,,,,,,,,"1%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"粉末冶金材料及其制品生产新技术新工艺及质量检验新标准实用手册.第四卷","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"PtIr25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1150℃，mm",,"475",,,,,"ObjectId(""5b4da20ae6b1a815d464fb7e"")",,,,,,,,,,,,,,,,,,,,,,,,,"29.5%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"金属手册.第七卷,粉末冶金","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"Nimonic合金AP1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1220℃，mm",,"150",,,,,"ObjectId(""5b4da20ee6b1a815d464fb80"")",,,,,,,,,,,,,,,,,,,,,,,,,"25%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"金属手册.第七卷,粉末冶金","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"Nimonic合金AP1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"硬态",,,"ObjectId(""5b4da213e6b1a815d464fb82"")",,,,,,,,,,,,,,,,,,,,,,,,,"2.5%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"粉末冶金材料及其制品生产新技术新工艺及质量检验新标准实用手册.第四卷","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"PtIr10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1150℃，mm",,"475",,,,,,"ObjectId(""5b4da218e6b1a815d464fb84"")",,,,,,,,,,,,,,,,,,,,,,,,,"26.1%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"金属手册.第七卷,粉末冶金","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"Nimonic合金AP1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1220℃，mm",,"150",,,,,,"ObjectId(""5b4da21de6b1a815d464fb86"")",,,,,,,,,,,,,,,,,,,,,,,,,"23.2%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"金属手册.第七卷,粉末冶金","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"Nimonic合金AP1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1150℃，mm",,"150",,,,,"ObjectId(""5b4da227e6b1a815d464fb8a"")",,,,,,,,,,,,,,,,,,,,,,,,,"30.4%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"金属手册.第七卷,粉末冶金","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"Nimonic合金AP1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1150℃，mm",,,,,"150",,"ObjectId(""5b4da22ce6b1a815d464fb8c"")",,,,,,,,,,,,,,,,,,,,,,,,,"30.4%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"金属手册.第七卷,粉末冶金","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"Nimonic合金AP1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"硬态",,,"ObjectId(""5b4da231e6b1a815d464fb8e"")",,,,,,,,,,,,,,,,,,,,,,,,,"1-2%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"粉末冶金材料及其制品生产新技术新工艺及质量检验新标准实用手册.第四卷","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"PtRu10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1150℃，mm",,"150",,,,,,"ObjectId(""5b4da23be6b1a815d464fb92"")",,,,,,,,,,,,,,,,,,,,,,,,,"23.2%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"金属手册.第七卷,粉末冶金","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"Nimonic合金AP1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"硬态",,,"ObjectId(""5b4da240e6b1a815d464fb94"")",,,,,,,,,,,,,,,,,,,,,,,,,"0.5-1%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"粉末冶金材料及其制品生产新技术新工艺及质量检验新标准实用手册.第四卷","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"PtIr17.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1220℃，mm",,,,,"150",,"ObjectId(""5b4da244e6b1a815d464fb96"")",,,,,,,,,,,,,,,,,,,,,,,,,"28.6%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"金属手册.第七卷,粉末冶金","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"Nimonic合金AP1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"硬态",,,"ObjectId(""5b4da249e6b1a815d464fb98"")",,,,,,,,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"粉末冶金材料及其制品生产新技术新工艺及质量检验新标准实用手册.第四卷","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"AuPdPt30-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"硬态",,,"ObjectId(""5b4da253e6b1a815d464fb9a"")",,,,,,,,,,,,,,,,,,,,,,,,,"2%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"粉末冶金材料及其制品生产新技术新工艺及质量检验新标准实用手册.第四卷","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"AuAgPt25-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"硬态",,,"ObjectId(""5b4da258e6b1a815d464fb9c"")",,,,,,,,,,,,,,,,,,,,,,,,,"4%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"粉末冶金材料及其制品生产新技术新工艺及质量检验新标准实用手册.第四卷","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"AgCu7-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"退火态",,,"ObjectId(""5b4da25de6b1a815d464fb9e"")",,,,,,,,,,,,,,,,,,,,,,,,,"30%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"粉末冶金材料及其制品生产新技术新工艺及质量检验新标准实用手册.第四卷","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"PdIr10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"退火态",,,"ObjectId(""5b4da262e6b1a815d464fba0"")",,,,,,,,,,,,,,,,,,,,,,,,,"19-31%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"粉末冶金材料及其制品生产新技术新工艺及质量检验新标准实用手册.第四卷","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"PtRu10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"退火态",,,"ObjectId(""5b4da267e6b1a815d464fba2"")",,,,,,,,,,,,,,,,,,,,,,,,,"15%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"粉末冶金材料及其制品生产新技术新工艺及质量检验新标准实用手册.第四卷","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"PtIr25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"硬态",,,"ObjectId(""5b4da26ce6b1a815d464fba4"")",,,,,,,,,,,,,,,,,,,,,,,,,"4%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"粉末冶金材料及其制品生产新技术新工艺及质量检验新标准实用手册.第四卷","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"AgCu10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"退火态",,,"ObjectId(""5b4da271e6b1a815d464fba6"")",,,,,,,,,,,,,,,,,,,,,,,,,"25%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"粉末冶金材料及其制品生产新技术新工艺及质量检验新标准实用手册.第四卷","","尹海清","摘录","易善杰","2017-11-21",,,,,,,,"AuPdPt30-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
