"_id","Al","B","C","Co","Cr","Hf","La","Mn","Mo","Ni","Re","Si","Ta","Ti","W","Y","Zr","冷轧/厚度","力学性能/蠕变寿命","均匀化退火/均匀化退火时间","均匀化退火/均匀化退火温度","备注","孔洞尺寸/孔洞尺寸","孔洞数量/孔洞数量","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/时效时间","时效/时效温度","最终退火/最终退火温度","服役因素/服役因素","材料牌号","热处理1/时间","热处理1/温度","热处理2/时间","热处理2/温度","热处理3/时间","热处理3/温度","热等静压/压强","热等静压/时间","热等静压/温度","热等静压/直径","空气冷却/空冷","蠕变实验/蠕变压力","蠕变实验/蠕变温度","蠕变断裂测试/拉力","蠕变断裂测试/温度","蠕变测试/γ相初期大小","蠕变测试/体积分数(γ΄)","蠕变测试/变形量","蠕变测试/应力","蠕变测试/测试应力","蠕变测试/测试温度","蠕变测试/温度","蠕变测试/降温速率(2250-2000oF)","轧制/轧制厚度","轧制/轧制温度","铸锭/铸锭直径","铸锭/铸锭重量","锻造/锻造厚度减少量","锻造（空冷）/锻造温度"
"ObjectId(""5b4cfa99e6b1a819a85d7bfd"")",,,,,"8",,,"0.5","25","66.5wt.%",,,,,,,,,"103.381h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"Haynes242",,,,,,,,,,,"  ",,,,,,,,,"621.256Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfaa8e6b1a819a85d7c03"")",,,,,"8",,,"0.5","25","66.5wt.%",,,,,,,,,"1016.76h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"Haynes242",,,,,,,,,,,"  ",,,,,,,,,"457.005Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfaade6b1a819a85d7c05"")","0.1",,"0",,"12.5",,,"0.5","22.5","63.3wt.%",,,,"1",,"0.1",,,"33.657h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J5",,,,,,,,,,,"  ",,,,,,,,,"623.188Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfab2e6b1a819a85d7c07"")",,,,,"8",,,"0.5","25","66.5wt.%",,,,,,,,,"10.0835h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"Haynes242",,,,,,,,,,,"  ",,,,,,,,,"727.536Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfab7e6b1a819a85d7c09"")",,,,,"8",,,"0.5","25","66.5wt.%",,,,,,,,,"10.5114h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"Haynes242",,,,,,,,,,,"  ",,,,,,,,,"768.116Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfac0e6b1a819a85d7c0d"")",,,,,"8",,,"0.5","25","66.5wt.%",,,,,,,,,"103.381h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"Haynes242",,,,,,,,,,,"  ",,,,,,,,,"640.58Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4d24b3e6b1a819a85d8c09"")",,,,,,,,,,,,,,,,,,,"260h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"140KSI","1200℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d24dfe6b1a819a85d8c1b"")",,,,,,,,,,,,,,,,,,,"352h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"140KSI","1200℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d24e9e6b1a819a85d8c1d"")",,,,,,,,,,,,,,,,,,,"375h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"140KSI","1200℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d24eee6b1a819a85d8c1f"")",,,,,,,,,,,,,,,,,,,"33h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"75KSI","1400℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d24f3e6b1a819a85d8c21"")",,,,,,,,,,,,,,,,,,,"252h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"140KSI","1200℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d24f8e6b1a819a85d8c23"")",,,,,,,,,,,,,,,,,,,"298h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"140KSI","1200℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d24fde6b1a819a85d8c25"")",,,,,,,,,,,,,,,,,,,"646h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"140KSI","1200℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d2502e6b1a819a85d8c27"")",,,,,,,,,,,,,,,,,,,"280h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"140KSI","1200℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d2506e6b1a819a85d8c29"")",,,,,,,,,,,,,,,,,,,"174h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"140KSI","1200℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d250be6b1a819a85d8c2b"")",,,,,,,,,,,,,,,,,,,"240h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"140KSI","1200℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d2510e6b1a819a85d8c2d"")",,,,,,,,,,,,,,,,,,,"50h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"75KSI","1400℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d2515e6b1a819a85d8c2f"")",,,,,,,,,,,,,,,,,,,"20.4h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"75KSI","1400℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d251ae6b1a819a85d8c31"")",,,,,,,,,,,,,,,,,,,"352h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"140KSI","1200℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d251fe6b1a819a85d8c33"")",,,,,,,,,,,,,,,,,,,"79h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"140KSI","1200℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d2524e6b1a819a85d8c35"")",,,,,,,,,,,,,,,,,,,"37h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"75KSI","1400℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d2529e6b1a819a85d8c37"")",,,,,,,,,,,,,,,,,,,"343h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"140KSI","1200℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d252ee6b1a819a85d8c39"")",,,,,,,,,,,,,,,,,,,"287h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"140KSI","1200℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d2538e6b1a819a85d8c3b"")",,,,,,,,,,,,,,,,,,,"7h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"75KSI","1400℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d2540e6b1a819a85d8c3d"")",,,,,,,,,,,,,,,,,,,"30h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"75KSI","1400℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d2553e6b1a819a85d8c45"")",,,,,,,,,,,,,,,,,,,"17h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"75KSI","1400℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d255de6b1a819a85d8c49"")",,,,,,,,,,,,,,,,,,,"36h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"75KSI","1400℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d2562e6b1a819a85d8c4b"")",,,,,,,,,,,,,,,,,,,"17.5h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"75KSI","1400℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d256be6b1a819a85d8c4f"")",,,,,,,,,,,,,,,,,,,"6h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"75KSI","1400℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d2576e6b1a819a85d8c53"")",,,,,,,,,,,,,,,,,,,"5.5h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"75KSI","1400℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d257be6b1a819a85d8c55"")",,,,,,,,,,,,,,,,,,,"9.8h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"75KSI","1400℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d2580e6b1a819a85d8c57"")",,,,,,,,,,,,,,,,,,,"31h",,,"",,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","1614h","760℃",,,"AF115",,,,,,,"100Mpa","4h","1190℃","150mm",,"75KSI","1400℉",,,,,,,,,,,,,,,"30%","2100℃"
"ObjectId(""5b4d5962e6b1a819a85d9ff1"")",,,,,,,,,,,,,,,,,,,"349.411h",,,"",,,"Persson C, Persson P O. Evaluation of service-induced damage and restoration of cast turbine blades[C]. Superalloys, 1992：867-876","10.11961/mater0203.MGI.20171221.ds.0022","尹海清","摘录","张国飞","2018-01-08",,,,"0","Inconel 713 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d596ce6b1a819a85d9ff5"")",,,,,,,,,,,,,,,,,,,"748.594h",,,"",,,"Persson C, Persson P O. Evaluation of service-induced damage and restoration of cast turbine blades[C]. Superalloys, 1992：867-876","10.11961/mater0203.MGI.20171221.ds.0022","尹海清","摘录","张国飞","2018-01-08",,,,"15","Inconel 713 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d597ae6b1a819a85d9ffb"")",,,,,,,,,,,,,,,,,,,"527.192h",,,"",,,"Persson C, Persson P O. Evaluation of service-induced damage and restoration of cast turbine blades[C]. Superalloys, 1992：867-876","10.11961/mater0203.MGI.20171221.ds.0022","尹海清","摘录","张国飞","2018-01-08",,,,"6","Inconel 713 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d598ee6b1a819a85da003"")",,,,,,,,,,,,,,,,,,,"489.232h",,,"",,,"Persson C, Persson P O. Evaluation of service-induced damage and restoration of cast turbine blades[C]. Superalloys, 1992：867-876","10.11961/mater0203.MGI.20171221.ds.0022","尹海清","摘录","张国飞","2018-01-08",,,,"15","Inconel 713 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5993e6b1a819a85da005"")",,,,,,,,,,,,,,,,,,,"278.95h",,,"",,,"Persson C, Persson P O. Evaluation of service-induced damage and restoration of cast turbine blades[C]. Superalloys, 1992：867-876","10.11961/mater0203.MGI.20171221.ds.0022","尹海清","摘录","张国飞","2018-01-08",,,,"6","Inconel 713 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d59a6e6b1a819a85da00b"")",,,,,,,,,,,,,,,,,,,"301.147h",,,"","8-25μm","5-12","Persson C, Persson P O. Evaluation of service-induced damage and restoration of cast turbine blades[C]. Superalloys, 1992：867-876","10.11961/mater0203.MGI.20171221.ds.0022","尹海清","摘录","张国飞","2018-01-08",,,,,"Inconel 713 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d59b0e6b1a819a85da00f"")",,,,,,,,,,,,,,,,,,,"649.959h",,,"","0μm","0","Persson C, Persson P O. Evaluation of service-induced damage and restoration of cast turbine blades[C]. Superalloys, 1992：867-876","10.11961/mater0203.MGI.20171221.ds.0022","尹海清","摘录","张国飞","2018-01-08",,,,,"Inconel 713 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d59b5e6b1a819a85da011"")",,,,,,,,,,,,,,,,,,,"446.295h",,,"","0μm","0","Persson C, Persson P O. Evaluation of service-induced damage and restoration of cast turbine blades[C]. Superalloys, 1992：867-876","10.11961/mater0203.MGI.20171221.ds.0022","尹海清","摘录","张国飞","2018-01-08",,,,,"Inconel 713 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d59bae6b1a819a85da013"")",,,,,,,,,,,,,,,,,,,"373.776h",,,"","<8μm","6","Persson C, Persson P O. Evaluation of service-induced damage and restoration of cast turbine blades[C]. Superalloys, 1992：867-876","10.11961/mater0203.MGI.20171221.ds.0022","尹海清","摘录","张国飞","2018-01-08",,,,,"Inconel 713 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d59bfe6b1a819a85da015"")",,,,,,,,,,,,,,,,,,,"613.672h",,,"","8-25μm","5-12","Persson C, Persson P O. Evaluation of service-induced damage and restoration of cast turbine blades[C]. Superalloys, 1992：867-876","10.11961/mater0203.MGI.20171221.ds.0022","尹海清","摘录","张国飞","2018-01-08",,,,,"Inconel 713 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d59c4e6b1a819a85da017"")",,,,,,,,,,,,,,,,,,,"617.331h",,,"",,,"Persson C, Persson P O. Evaluation of service-induced damage and restoration of cast turbine blades[C]. Superalloys, 1992：867-876","10.11961/mater0203.MGI.20171221.ds.0022","尹海清","摘录","张国飞","2018-01-08",,,,"0","Inconel 713 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d59d8e6b1a819a85da01f"")",,,,,,,,,,,,,,,,,,,"196.83h",,,"","<8μm","6","Persson C, Persson P O. Evaluation of service-induced damage and restoration of cast turbine blades[C]. Superalloys, 1992：867-876","10.11961/mater0203.MGI.20171221.ds.0022","尹海清","摘录","张国飞","2018-01-08",,,,,"Inconel 713 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d951ae6b1a815d464f690"")",,,"0.10","balance","22wt.%",,"0.4","1",,"22",,"0.35",,,"14",,,"90%","7.11695h",,,"",,,"Klarstrom D L. Thermomechanical Processing of Haynes Alloy No. 188 Sheet to Improve Creep Strength[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0005","尹海清","摘录","邓正华","2018-01-08",,,,,"HAYNES-188",,,,,,,,,,,,,,,,,,"0.5%",,,,"2150℉",,,,,,,
"ObjectId(""5b4d9523e6b1a815d464f694"")",,,"0.10","balance","22wt.%",,"0.4","1",,"22",,"0.35",,,"14",,,"90%","79.1795h",,,"",,,"Klarstrom D L. Thermomechanical Processing of Haynes Alloy No. 188 Sheet to Improve Creep Strength[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0005","尹海清","摘录","邓正华","2018-01-08",,,,,"HAYNES-188",,,,,,,,,,,,,,,,,,"0.5%",,,,"2250℉",,,,,,,
"ObjectId(""5b4d952de6b1a815d464f698"")",,,"0.10","balance","22wt.%",,"0.4","1",,"22",,"0.35",,,"14",,,"70%","1.08405h",,,"",,,"Klarstrom D L. Thermomechanical Processing of Haynes Alloy No. 188 Sheet to Improve Creep Strength[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0005","尹海清","摘录","邓正华","2018-01-08",,,,,"HAYNES-188",,,,,,,,,,,,,,,,,,"0.5%",,,,"2050℉",,,,,,,
"ObjectId(""5b4d9532e6b1a815d464f69a"")",,,"0.10","balance","22wt.%",,"0.4","1",,"22",,"0.35",,,"14",,,"80%","72.6584h",,,"",,,"Klarstrom D L. Thermomechanical Processing of Haynes Alloy No. 188 Sheet to Improve Creep Strength[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0005","尹海清","摘录","邓正华","2018-01-08",,,,,"HAYNES-188",,,,,,,,,,,,,,,,,,"0.5%",,,,"2250℉",,,,,,,
"ObjectId(""5b4d9537e6b1a815d464f69c"")",,,"0.10","balance","22wt.%",,"0.4","1",,"22",,"0.35",,,"14",,,"80%","10.2787h",,,"",,,"Klarstrom D L. Thermomechanical Processing of Haynes Alloy No. 188 Sheet to Improve Creep Strength[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0005","尹海清","摘录","邓正华","2018-01-08",,,,,"HAYNES-188",,,,,,,,,,,,,,,,,,"0.5%",,,,"2150℉",,,,,,,
"ObjectId(""5b4d953ce6b1a815d464f69e"")",,,"0.10","balance","22wt.%",,"0.4","1",,"22",,"0.35",,,"14",,,"80%","0.884412h",,,"",,,"Klarstrom D L. Thermomechanical Processing of Haynes Alloy No. 188 Sheet to Improve Creep Strength[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0005","尹海清","摘录","邓正华","2018-01-08",,,,,"HAYNES-188",,,,,,,,,,,,,,,,,,"0.5%",,,,"2050℉",,,,,,,
"ObjectId(""5b4d9541e6b1a815d464f6a0"")",,,"0.10","balance","22wt.%",,"0.4","1",,"22",,"0.35",,,"14",,,"70%","45.584h",,,"",,,"Klarstrom D L. Thermomechanical Processing of Haynes Alloy No. 188 Sheet to Improve Creep Strength[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0005","尹海清","摘录","邓正华","2018-01-08",,,,,"HAYNES-188",,,,,,,,,,,,,,,,,,"0.5%",,,,"2250℉",,,,,,,
"ObjectId(""5b4d954ae6b1a815d464f6a4"")",,,"0.10","balance","22wt.%",,"0.4","1",,"22",,"0.35",,,"14",,,"90%","0.88238h",,,"",,,"Klarstrom D L. Thermomechanical Processing of Haynes Alloy No. 188 Sheet to Improve Creep Strength[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0005","尹海清","摘录","邓正华","2018-01-08",,,,,"HAYNES-188",,,,,,,,,,,,,,,,,,"0.5%",,,,"2050℉",,,,,,,
"ObjectId(""5b4d9559e6b1a815d464f6aa"")",,,"0.10","balance","22wt.%",,"0.4","1",,"22",,"0.35",,,"14",,,"70%","17.5861h",,,"",,,"Klarstrom D L. Thermomechanical Processing of Haynes Alloy No. 188 Sheet to Improve Creep Strength[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0005","尹海清","摘录","邓正华","2018-01-08",,,,,"HAYNES-188",,,,,,,,,,,,,,,,,,"0.5%",,,,"2150℉",,,,,,,
