Al,Co,Cr,Hf,Mo,Ni,Re,Ru,Ta,Ti,W,力学性能/蠕变速率,材料牌号,热处理/升温速率,热处理/热处理温度,热处理/第一段时间,热处理/第一段温度,热处理/第三段时间,热处理/第三段温度,热处理/第二段时间,热处理/第二段温度,热处理/第四段时间,热处理/第四段温度,第一次时效/第一次时效时间,第一次时效/第一次时效温度,第二次时效/第二次时效时间,第二次时效/第二次时效温度,蠕变实验/压力,蠕变实验/应变,蠕变实验/晶向,蠕变实验/温度,蠕变实验/真空度,蠕变测试/γ相尺寸,蠕变测试/压力,蠕变测试/塑性蠕变应变,蠕变测试/时间,蠕变测试/晶格取向,蠕变测试/测试压力,蠕变测试/测试温度,蠕变测试/温度,蠕变测试/蠕变应力,蠕变测试/蠕变应变,蠕变测试/蠕变温度,蠕变测试/试样厚度
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,9.20E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,40Mpa,0.00%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.51E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,40Mpa,0.01%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.26E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,40Mpa,0.02%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,2.20E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.04%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,7.59E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,40Mpa,0.03%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,2.20E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.05%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.26E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,40Mpa,0.00%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,2.20E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.05%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.26E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,40Mpa,0.00%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,2.20E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.04%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,7.59E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,40Mpa,0.03%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,2.12E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.04%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.51E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,40Mpa,0.01%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,1.89E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.02%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,1.89E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.01%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,1.96E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.03%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,1.89E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.03%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,3.36E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.00%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,2.12E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.00%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,5.54E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.00%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,2.04E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.03%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,7.36E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,1.89E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.00%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,1.89E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.02%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,1.82E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.00%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,1.89E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.00%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,1.89E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,20Mpa,0.01%,10°-<001>,1100℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.81E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,5.84E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.81E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,7.08E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.31E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,5.84E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,5.21E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,4.30E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,5.21E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,5.01E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,4.64E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.56E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.81E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,5.41E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,5.62E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,5.84E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,1.08E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,7.36E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,8.58E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,5.01E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,3.41E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,1.85E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,4.64E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,5.01E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,7.08E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,5.01E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,5.21E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,1.85E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,7.94E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,2.93E-4s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,8.91E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,7.08E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.56E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,8.25E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,8.25E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,7.64E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,7.08E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.81E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.31E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,7.94E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.81E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.81E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,8.25E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.81E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.56E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,7.64E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.31E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,7.36E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.07E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,7.08E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.56E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.81E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.07E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.56E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.81E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,7.36E-6s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,5.41E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,6.31E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
1.0wt.%,10.6,10.7,0,0.7,60.7,,,1,0.3,15,5.84E-5s^(-1),M247ox-0%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,75Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
