"/加工温度(4h于1080℃（1980℉）","/加工温度(4h于1110℃（2030℉）","/油淬)，试样盘尺寸","/油淬与时效)，试样盘尺寸","/空冷)，试样盘尺寸","_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","N","Nb","Nb+Ta","Ni","Re","Ru","Si","Ta","Ti","W","Zr","一次时效/温度","一次时效及空冷/时间","二次时效/温度","二次时效及空冷/时间","冷却/油冷温度","冷却/盐浴温度","冷却/空冷","力学性能/屈服强度","力学性能/极限拉伸强度","力学性能/纵向延伸率","单峰晶粒分布热处理/MA","双峰晶粒分布热处理/DB","固溶/固溶温度","固溶/试样厚度","固溶处理油淬/时间","固溶处理油淬/温度","固溶（油浴）/温度","固溶（盐浴）/温度","固溶（空冷）/温度","均匀化处理/时间","均匀化处理/温度","备注","应力破裂测试/温度","拉伸/温度","拉伸实验/温度","拉伸测试/ 温度","拉伸测试/气氛","拉伸测试/气氛压强","拉伸测试/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/时效时间","时效/时效温度","时效1/时效时间","时效1/时效温度","时效2/时效时间","时效2/时效温度","时效处理/时间","时效处理/温度","时效处理空冷/时间","时效处理空冷/温度","最小量热等静压制的/试验温度","材料牌号","标准热处理后油淬/时间","烧结/温度","热处理/固溶温度","热处理/温度","热处理与测试/保温时间(第一步)","热处理与测试/保温时间(第二步)","热处理与测试/冷却方式(第一步)","热处理与测试/冷却方式(第二步)","热处理与测试/测试温度","热处理与测试/温度(第一步)","热处理与测试/温度(第二步)","热处理后空冷/时间","热处理工艺/加热时间","热处理工艺/加热温度","热等静压/压力","热等静压/压强","热等静压/时间","热等静压/温度","热等静压/直径","热等静压制和挤压的/试验温度","热等静压制和锻造的/试验温度","热等静压制的/试验温度","热等静压制的（a）/试验温度","焊前热处理/时间","焊前热处理/温度","第1步热处理/时间","第1步热处理/温度","第2步热处理/冷却速率","第2步热处理/时间","第2步热处理/温度","第2步热处理/空冷","第3步热处理/时间","第3步热处理/温度","第4步热处理/时间","第4步热处理/温度","第一次热处理/温度","第一次热处理后炉冷/时间","第一次轧制/温度","第二次热处理/升温速率","第二次热处理/温度","第二次热处理后空冷/时间","第二次轧制/温度","等温锻造/变形量","等温锻造/温度","锻造/试样厚度","锻造/锻造厚度减少量","锻造和锻轧的/试验温度","锻造（油冷）/锻造温度","锻造（空冷）/锻造温度"
,,,,,"ObjectId(""5b4d26e2e6b1a819a85d8cdd"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.8%",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d26e7e6b1a819a85d8cdf"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.6%",,,,,,,,,"2000℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d26ece6b1a819a85d8ce1"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106.7h",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d26f0e6b1a819a85d8ce3"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.3%",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d26f5e6b1a819a85d8ce5"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.7%",,,,,,,,,"2100℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d26fae6b1a819a85d8ce7"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.8%",,,,,,,,,"2050℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d26ffe6b1a819a85d8ce9"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91.3h",,,,,,,,,"2100℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2704e6b1a819a85d8ceb"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.2%",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2709e6b1a819a85d8ced"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.6h",,,,,,,,,"2100℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2712e6b1a819a85d8cef"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.2%",,,,,,,,,"2175℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2717e6b1a819a85d8cf1"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.6%",,,,,,,,,"2100℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d271ce6b1a819a85d8cf3"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.2%",,,,,,,,,"2175℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2721e6b1a819a85d8cf5"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.80%",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2726e6b1a819a85d8cf7"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.50%",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d272be6b1a819a85d8cf9"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.3%",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2730e6b1a819a85d8cfb"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.3%",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2735e6b1a819a85d8cfd"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.20%",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2739e6b1a819a85d8cff"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.00%",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d273ee6b1a819a85d8d01"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.70%",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2743e6b1a819a85d8d03"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.6%",,,,,,,,,"2050℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2748e6b1a819a85d8d05"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.80%",,,,,,,,,"2100℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d274de6b1a819a85d8d07"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.60%",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2752e6b1a819a85d8d09"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.40%",,,,,,,,,"2050℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2757e6b1a819a85d8d0b"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.3%",,,,,,,,,"2100℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2761e6b1a819a85d8d0d"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.10%",,,,,,,,,"2100℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2765e6b1a819a85d8d0f"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"161.30Mpa",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d276ae6b1a819a85d8d11"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.70%",,,,,,,,,"2050℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d276fe6b1a819a85d8d13"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"153.90Mpa",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2774e6b1a819a85d8d15"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.00%",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2779e6b1a819a85d8d17"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.60%",,,,,,,,,"2175℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d277ee6b1a819a85d8d19"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.60%",,,,,,,,,"2000℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2783e6b1a819a85d8d1b"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.40%",,,,,,,,,"2175℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2787e6b1a819a85d8d1d"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.50%",,,,,,,,,"2100℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d278ce6b1a819a85d8d1f"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"155.60Mpa",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2791e6b1a819a85d8d21"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"158.70Mpa",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d2796e6b1a819a85d8d23"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"169.00Mpa",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d279be6b1a819a85d8d25"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.90%",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d27a0e6b1a819a85d8d27"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.70%",,,,,,,,,"2100℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d27a5e6b1a819a85d8d29"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.7%",,,,,,,,,"2050℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d27aee6b1a819a85d8d2b"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"154.70Mpa",,,,,,,,,"2100℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d27b3e6b1a819a85d8d2d"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"161.00Mpa",,,,,,,,,"2100℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d27b8e6b1a819a85d8d2f"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"164.20Mpa",,,,,,,,,"2000℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d27bde6b1a819a85d8d31"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"219.60Mpa",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d27c2e6b1a819a85d8d33"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"164.60Mpa",,,,,,,,,"2100℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d27c7e6b1a819a85d8d35"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"208.70Mpa",,,,,,,,,"2150℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d27cbe6b1a819a85d8d37"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163.60Mpa",,,,,,,,,"2100℃",,,,"",,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08","16h","760℃",,,,,,,,,,"AF115",,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
